равняются,rɐvnʲæjʊt͡sə
встряхивались,fstrʲæxʲɪvəlʲɪsʲ
мельтешня,mʲɪlʲtʲɪʂnʲa
шотландце,ʂɐtɫant͡sɨ
укрощающий,ʊkrɐɕːæjʉɕːɪj
царей,t͡sɐrʲej
супермена,sʊpʲɪrmɛnə
сертифицировало,sʲɪrtʲɪfʲɪt͡sɨrəvəɫə
кантонистом,kəntɐnʲistəm
вэ,vɛ
токсины,tɐksʲinɨ
попалишь,pɐpalʲɪʂ
кукабаре,kʊkɐbarʲe
отпадаем,ɐtpɐdajɪm
метисе,mʲɪtʲisʲe
лётчиков,lʲɵt͡ɕːɪkəf
оленя,ɐlʲenʲə
шаберу,ʂabʲɪrʊ
суперов,sʊpʲɪrof
выжидательно,vɨʐɨdatʲɪlʲnə
имперец,ɪm⁽ʲ⁾pʲerʲɪt͡s
зашифруете,zəʂɨfrujɪtʲe
рассчитывавшийся,rɐɕːitɨvəfʂɨjsʲə
распиливали,rɐspʲilʲɪvəlʲɪ
изъявивши,ɪzjɪvʲifʂɨ
допустимости,dəpʊsʲtʲiməsʲtʲɪ
любовников,lʲʊbovnʲɪkəf
разглядываний,rɐzɡlʲadɨvənʲɪj
пародировав,pərɐdʲirəvəf
головорезы,ɡəɫəvɐrʲezɨ
исповеданию,ɪspɐvʲedənʲɪjʊ
простоквашам,prəstɐkvaʂəm
выдвигала,vɨdvʲɪɡaɫə
дочитал,dət͡ɕɪtaɫ
учатся,ut͡ɕət͡sə
полоскав,pəɫɐskaf
предостерегла,prʲɪdəsʲtʲɪrʲɪɡɫa
возвело,vəzvʲɪɫo
оболживила,ɐbɐɫʐɨvʲɪɫə
постижимый,pəsʲtʲɪʐɨmɨj
козы,kozɨ
эстонке,ɪstonkʲe
активе,ɐktʲivʲe
разглагольствовало,rəzɡɫɐɡolʲstvəvəɫə
крымскотатарским,krɨmskətɐtarskʲɪm
доказывала,dɐkazɨvəɫə
вырисуйся,vɨrʲɪsʊjsʲə
подчёркивало,pɐt͡ɕːɵrkʲɪvəɫə
кацапу,kɐt͡sapʊ
рупии,rupʲɪɪ
саль,salʲ
одевай,ɐdʲɪvaj
фундуки,fʊndʊkʲi
неврологиям,nʲɪvrɐɫoɡʲɪjəm
ханах,xanəx
чебурашка,t͡ɕɪbʊraʂkə
лингвисту,lʲɪnɡvʲistʊ
нагрянувший,nɐɡrʲanʊfʂɨj
файлами,fajɫəmʲɪ
бестолково,bʲɪstɐɫkovə
восторженностям,vɐstorʐɨnːəsʲtʲəm
высекавший,vɨsʲɪkafʂɨj
движения,dvʲɪʐɛnʲɪjə
налогообложениями,nɐɫoɡɐɐbɫɐʐɛnʲɪjəmʲɪ
дециллион,dʲɪt͡sɨlʲɪon
патина,pɐtʲinə
неврозом,nʲɪvrozəm
крюком,krʲʊkom
разбогатеем,rəzbəɡɐtʲejɪm
перевозчикам,pʲɪrʲɪvoɕːɪkəm
итуруп,ɪtʊrup
мазгане,mɐzɡanʲe
петербуржца,pʲɪtʲɪrburʂt͡sə
сосуществованиями,səsʊɕːɪstvɐvanʲɪjəmʲɪ
молей,molʲɪj
отращивая,ɐtraɕːɪvəjə
звякнувши,zvʲaknʊfʂɨ
посолит,pəsɐlʲit
размазали,rɐzmazəlʲɪ
сволочёте,svəɫɐt͡ɕɵtʲe
блевануло,blʲɪvɐnuɫə
тушёнкой,tʊʂonkəj
отряхнувшись,ɐtrʲɪxnufʂɨsʲ
джекфрутах,d͡ʐʐɛkfrutəx
пройдохам,prɐjdoxəm
рационализируем,rət͡sɨənəlʲɪzʲirʊjɪm
заскакать,zəskɐkatʲ
италия,ɪtalʲɪjə
прорвать,prɐrvatʲ
преврати,prʲɪvrɐtʲi
поплавком,pəpɫɐfkom
извернутся,ɪzvʲɪrnut͡sːə
гибернациею,ɡʲɪbʲɪrnat͡sɨjɪjʊ
гайдуки,ɡəjdʊkʲi
витать,vʲɪtatʲ
хазарине,xɐzarʲɪnʲe
увьётся,ʊv⁽ʲ⁾jɵt͡sːə
сугробам,sʊɡrobəm
всесильны,fsʲɪsʲilʲnɨ
пригодны,prʲɪɡodnɨ
ельники,jelʲnʲɪkʲɪ
расселённый,rəsʲːɪlʲɵnːɨj
трепыхав,trʲɪpɨxaf
округлившись,ɐkrʊɡlʲifʂɨsʲ
бармена,bɐrmʲenə
отборный,ɐdbornɨj
разошлите,rəzɐʂlʲitʲe
меньшими,mʲenʲʂɨmʲɪ
растратив,rɐstratʲɪf
исповедал,ɪspɐvʲedəɫ
наставлениям,nəstɐvlʲenʲɪjəm
штангенциркулю,ʂtənɡʲɪnt͡sɨrkʊlʲʊ
новшестве,nofʂɨstvʲe
крахмальный,krɐxmalʲnɨj
желтяком,ʐɨɫtʲɪkom
искривлял,ɪskrʲɪvlʲaɫ
чёртику,t͡ɕɵrtʲɪkʊ
варился,vɐrʲiɫs⁽ʲ⁾ə
выскальзывай,vɨskalʲzɨvəj
функционированиям,fʊnkt͡sɨɐnʲirəvənʲɪjəm
позеленевши,pəzʲɪlʲɪnʲefʂɨ
коровке,kɐrofkʲe
неровню,nʲɪrɐvnʲu
бальный,balʲnɨj
сметанами,smʲɪtanəmʲɪ
поджимая,pəd͡ʐʐɨmajə
обгоняло,ɐbɡɐnʲaɫə
отыгрываемый,ɐtɨɡrɨvəjɪmɨj
перенаправления,pʲɪrʲɪnəprɐvlʲenʲɪjə
прядильнею,prʲɪdʲilʲnʲɪjʊ
проникают,prənʲɪkajʊt
расспросивши,rəsːprɐsʲifʂɨ
накопит,nɐkopʲɪt
повреждающий,pəvrʲɪʐdajʉɕːɪj
лоббировать,ɫɐbʲirəvətʲ
теократиями,tɨɐkratʲɪjəmʲɪ
наплывём,nəpɫɨvʲɵm
притворяешься,prʲɪtvɐrʲæjɪʂsʲə
цинкуют,t͡sɨnkujʊt
альбом,ɐlʲbom
сымитируют,sɨmʲɪtʲirʊjʊt
задротить,zɐdrotʲɪtʲ
впали,fpalʲɪ
символизируете,sʲɪmvəlʲɪzʲirʊjɪtʲe
изрезывала,ɪzrʲezɨvəɫə
сгрузкой,zɡruskəj
помноженный,pɐmnoʐɨnːɨj
бронзе,bron⁽ʲ⁾zʲe
поручиков,pɐrut͡ɕɪkəf
линкоры,lʲɪnkorɨ
великах,vʲelʲɪkəx
покровителя,pəkrɐvʲitʲɪlʲə
перетрудишься,pʲɪrʲɪtrudʲɪʂsʲə
гидрометаллургиях,ɡʲidrəmʲɪtəɫʊrɡʲijɪx
просвечивав,prɐsvʲet͡ɕɪvəf
инфраструктур,ɪnfrəstrʊktur
подберитесь,pədbʲɪrʲitʲɪsʲ
альтруисток,ɐlʲtrʊistək
распрощаюсь,rəsprɐɕːæjʉsʲ
балалайкой,bəɫɐɫajkəj
вещанием,vʲɪɕːænʲɪjɪm
макидзуси,məkʲɪd͡zzusʲɪ
предрешили,prʲɪdrʲɪʂɨlʲɪ
электроникою,ɪlʲɪktronʲɪkəjʊ
различавшись,rəz⁽ʲ⁾lʲɪt͡ɕafʂɨsʲ
обыкновеннее,ɐbɨknɐvʲenʲːɪje
пемз,pʲems
наворсовали,nəvərsɐvalʲɪ
карповым,karpəvɨm
похлопало,pɐxɫopəɫə
беззащитностями,bʲɪzːɐɕːitnəsʲtʲəmʲɪ
нонконформисте,nənkənfɐrmʲisʲtʲe
красивы,krɐsʲivɨ
видеокамерам,vʲidʲɪɐkamʲɪrəm
возвращу,vəzvrɐɕːu
осмеливайся,ɐsmʲelʲɪvəjsʲə
откладывался,ɐtkɫadɨvəɫs⁽ʲ⁾ə
философастерами,fʲɪɫəsɐfasʲtʲɪrəmʲɪ
узлам,ʊzɫam
становишься,stɐnovʲɪʂsʲə
расселитесь,rɐsʲːelʲɪtʲɪsʲ
глицеринам,ɡlʲɪt͡sɨrʲinəm
щедры,ɕːɪdrɨ
предвосхищающий,prʲɪdvəsxʲɪɕːæjʉɕːɪj
расплавится,rɐspɫavʲɪt͡sə
перевёртывало,pʲɪrʲɪvʲɵrtɨvəɫə
заёбывая,zɐjɵbɨvəjə
лакировавший,ɫəkʲɪrɐvafʂɨj
деградировали,dʲɪɡrɐdʲirəvəlʲɪ
чистотелов,t͡ɕɪstɐtʲeɫəf
закашливалось,zɐkaʂlʲɪvəɫəsʲ
лотосы,ɫotəsɨ
раздуваю,rəzdʊvajʊ
экстремисте,ɪkstrʲɪmʲisʲtʲe
подступ,pot͡sstʊp
заточённый,zətɐt͡ɕɵnːɨj
прахи,praxʲɪ
скребёт,skrʲɪbʲɵt
продвинуть,prɐdvʲinʊtʲ
бокале,bɐkalʲe
ятрови,jatrəvʲɪ
шаманите,ʂɐmanʲɪtʲe
расшатывайте,rɐʂːatɨvəjtʲe
галина,ɡɐlʲinə
записавшись,zəpʲɪsafʂɨsʲ
растопыриваешь,rəstɐpɨrʲɪvəjɪʂ
требухой,trʲɪbʊxoj
херачила,xʲɪrat͡ɕɪɫə
завоем,zɐvojɪm
изготовляющийся,ɪzɡətɐvlʲæjʉɕːɪjsʲə
подлаживаю,pɐdɫaʐɨvəjʊ
названивавший,nɐzvanʲɪvəfʂɨj
гордостью,ɡordəsʲtʲjʊ
выкладывавшийся,vɨkɫadɨvəfʂɨjsʲə
обкатите,ɐpkɐtʲitʲe
встройся,fstrojsʲə
реабилитациях,rʲɪəbʲɪlʲɪtat͡sɨjəx
предотвратит,prʲɪdətvrɐtʲit
пришибём,prʲɪʂɨbʲɵm
сомневавшийся,səmnʲɪvafʂɨjsʲə
эссе,ɪsːɛ
аркебузам,ɐrkʲɪbuzəm
топая,topəjə
травинку,trɐvʲinkʊ
шифровальщиках,ʂɨfrɐvalʲɕːɪkəx
проворите,prɐvorʲɪtʲe
защищавшийся,zəɕːɪɕːafʂɨjsʲə
распорядился,rəspərʲɪdʲiɫs⁽ʲ⁾ə
метеорограф,mʲɪtʲɪɐroɡrəf
радиостанцию,rədʲɪɐstant͡sɨjʊ
племянником,plʲɪmʲænʲːɪkəm
кокетничать,kɐkʲetʲnʲɪt͡ɕɪtʲ
бурь,burʲ
разнообразило,rəznɐɐbrazʲɪɫə
натюрмортов,nətʲʊrmortəf
жалишь,ʐalʲɪʂ
засолить,zəsɐlʲitʲ
нощью,noɕːjʊ
вжимай,vʐɨmaj
подсовывали,pɐt͡ssovɨvəlʲɪ
выдало,vɨdəɫə
избавляемый,ɪzbɐvlʲæjɪmɨj
просрочивают,prɐsrot͡ɕɪvəjʊt
проиграли,prəɪɡralʲɪ
бюстгальтеров,bʲʊzɡaɫtɨrəf
затрогивайте,zɐtroɡʲɪvəjtʲe
числившийся,t͡ɕis⁽ʲ⁾lʲɪfʂɨjsʲə
кинофестивалях,kʲɪnəfʲɪsʲtʲɪvalʲəx
абевегедейкой,ɐbɨvɨɡɨdɛjkəj
горбунами,ɡərbʊnamʲɪ
настанем,nɐstanʲɪm
усата,ʊsatə
мегаэргу,mʲɪɡɐɛrɡʊ
озабочивающий,ɐzɐbot͡ɕɪvəjʉɕːɪj
коробе,korəbʲe
крутанувший,krʊtɐnufʂɨj
бегивал,bʲeɡʲɪvəɫ
проясняемый,prəjɪsʲnʲæjɪmɨj
миловало,mʲiɫəvəɫə
наведалось,nɐvʲedəɫəsʲ
прореху,prɐrʲexʊ
стражда,straʐdə
перекупите,pʲɪrʲɪkupʲɪtʲe
вепрях,vʲeprʲəx
вляпывай,vlʲapɨvəj
догадываться,dɐɡadɨvət͡sə
взвизгивал,vzvʲizɡʲɪvəɫ
мусарнею,mʊsarnʲɪjʊ
выборов,vɨbərəf
прохиндей,prəxʲɪnʲdʲej
бута,butə
раскладам,rɐskɫadəm
сгорав,zɡɐraf
искрюсь,ɪskrʲʉsʲ
придти,prʲɪtʲːi
пришелец,prʲɪʂɛlʲɪt͡s
ютясь,jʉtʲæsʲ
шевелись,ʂɨvʲɪlʲisʲ
круговорота,krʊɡəvɐrotə
таблетками,tɐblʲetkəmʲɪ
кроите,krɐitʲe
айфон,ɐjfon
дарует,dɐrujɪt
гуманоиду,ɡʊmɐnoɪdʊ
наведя,nəvʲɪdʲa
изготавливавшийся,ɪzɡɐtavlʲɪvəfʂɨjsʲə
обговаривавши,ɐbɡɐvarʲɪvəfʂɨ
перестаравшись,pʲɪrʲɪstɐrafʂɨsʲ
горда,ɡɐrda
сдаваемый,zdɐvajɪmɨj
лифт,lʲift
юзверями,juzvʲɪrʲəmʲɪ
корсету,kɐrsʲetʊ
спаму,spamʊ
сливайтесь,s⁽ʲ⁾lʲɪvajtʲɪsʲ
раскрадываем,rɐskradɨvəjɪm
обезоружит,ɐbʲɪzɐruʐɨt
абаас,ɐbɐas
негодяя,nʲɪɡɐdʲæjə
насчитавши,nəɕːɪtafʂɨ
медоеда,mʲɪdɐjedə
переподготовки,pʲɪrʲɪpədɡɐtofkʲɪ
хорях,xɐrʲax
сонару,sɐnarʊ
листке,lʲɪstkʲe
обрезаниями,ɐbrʲezənʲɪjəmʲɪ
писательницами,pʲɪsatʲɪlʲnʲɪt͡səmʲɪ
протрёт,prɐtrʲɵt
целюсь,t͡sɛlʲʉsʲ
дезактивируем,dʲɪzəktʲɪvʲirʊjɪm
ахнула,axnʊɫə
отжёгши,ɐd͡ʐʐokʂɨ
вздымай,vzdɨmaj
носу,nɐsu
преосвященными,prʲɪəsvʲɪɕːenːɨmʲɪ
макияжа,məkʲɪjaʐə
повреждал,pəvrʲɪʐdaɫ
воловней,vɐɫovnʲɪj
алебастрах,ɐlʲɪbastrəx
попадать,pəpɐdatʲ
полоснёте,pəɫɐsʲnʲɵtʲe
науськивая,nɐusʲkʲɪvəjə
подобрались,pədəbrɐlʲisʲ
заворачивающийся,zəvɐrat͡ɕɪvəjʉɕːɪjsʲə
десятиной,dʲɪsʲɪtʲinəj
винчестер,vʲɪnʲt͡ɕesʲtʲɪr
преобладал,prʲɪəbɫɐdaɫ
вырождавшийся,vɨrɐʐdafʂɨjsʲə
управиться,ʊpravʲɪt͡sə
кремлядями,krʲɪmlʲɪdʲæmʲɪ
повествующий,pəvʲɪstvujʉɕːɪj
откроются,ɐtkrojʊt͡sə
выживаемость,vɨʐɨvajɪməsʲtʲ
кувшинка,kʊfʂɨnkə
притягаешь,prʲɪtʲɪɡajɪʂ
розовела,rəzɐvʲeɫə
вырезывайте,vɨrʲezɨvəjtʲe
дискредитируете,dʲɪskrʲɪdʲɪtʲirʊjɪtʲe
удаёмся,ʊdɐjɵmsʲə
отвадив,ɐtvadʲɪf
аббаты,ɐbːatɨ
притрагивающийся,prʲɪtraɡʲɪvəjʉɕːɪjsʲə
авторизуешь,ɐftərʲɪzujɪʂ
ваучеры,vaʊt͡ɕɪrɨ
полячить,pɐlʲæt͡ɕɪtʲ
осваивалась,ɐsvaɪvəɫəsʲ
женоненавистников,ʐɛnənʲɪnɐvʲisʲnʲɪkəf
октоторпом,ɐktɐtorpəm
диаспоры,dʲɪaspərɨ
солидный,sɐlʲidnɨj
перечислитесь,pʲɪrʲɪt͡ɕis⁽ʲ⁾lʲɪtʲɪsʲ
гоблине,ɡoblʲɪnʲe
лексиках,lʲeksʲɪkəx
разрозниваемый,rɐzrozʲnʲɪvəjɪmɨj
колокольчикам,kəɫɐkolʲt͡ɕɪkəm
переплавлялось,pʲɪrʲɪpɫɐvlʲaɫəsʲ
переплётчиков,pʲɪrʲɪplʲɵt͡ɕːɪkəf
обрадуешь,ɐbradʊjɪʂ
вопросив,vəprɐsʲif
паранормальный,parənɐrmalʲnɨj
фигурный,fʲɪɡurnɨj
переполнявший,pʲɪrʲɪpɐɫnʲafʂɨj
мордочек,mordət͡ɕɪk
домохозяин,dəməxɐzʲaɪn
отщеплять,ɐt͡ɕɕːɪplʲætʲ
прислуживавший,prʲɪsɫuʐɨvəfʂɨj
кулику,kʊlʲɪku
поправший,pɐprafʂɨj
данами,danəmʲɪ
землями,zʲemlʲəmʲɪ
силовиках,sʲɪɫəvʲɪkax
харчу,xart͡ɕʊ
сосуществую,səsʊɕːɪstvujʊ
схожий,sxoʐɨj
освящают,ɐsvʲɪɕːæjʊt
отмоет,ɐtmojɪt
жопам,ʐopəm
пробралась,prəbrɐɫasʲ
схлынула,sxɫɨnʊɫə
обострился,ɐbɐstrʲiɫs⁽ʲ⁾ə
карбонатам,kərbɐnatəm
отымели,ɐtɨmʲelʲɪ
генеалогиями,ɡʲɪnʲɪɐɫoɡʲɪjəmʲɪ
суициды,sʊɪt͡sɨdɨ
блажь,bɫaʂ
прыщиках,prɨɕːɪkəx
попасться,pɐpast͡sə
стражи,straʐɨ
археологе,ɐrxʲɪoɫəɡʲe
примись,prʲɪmʲisʲ
патологами,pɐtoɫəɡəmʲɪ
вертлуга,vʲɪrtɫʊɡa
расцениваете,rɐst͡sɛnʲɪvəjɪtʲe
умиривший,ʊmʲɪrʲifʂɨj
утечек,ʊtʲet͡ɕɪk
унбибию,ʊnbʲibʲɪjʊ
жизнелюбиями,ʐɨzʲnʲɪlʲʉbʲɪjəmʲɪ
обременяет,ɐbrʲɪmʲɪnʲæjɪt
побрившись,pɐbrʲifʂɨsʲ
бондарнею,bɐndarnʲɪjʊ
мигами,mʲiɡəmʲɪ
улучшайте,ʊɫʊt͡ʂʂajtʲe
сивучами,sʲɪvʊt͡ɕæmʲɪ
постфиксам,postfʲɪksəm
ознакомляйся,ɐznəkɐmlʲæjsʲə
занесённый,zənʲɪsʲɵnːɨj
эмалью,ɪmalʲjʊ
тренды,trɛndɨ
откинулся,ɐtkʲinʊɫs⁽ʲ⁾ə
бензозаправками,bʲenzəzɐprafkəmʲɪ
ленинградский,lʲɪnʲɪnɡrat͡skʲɪj
курируемый,kʊrʲirʊjɪmɨj
фиников,fʲinʲɪkəf
антисоветчиком,ɐnʲtʲɪsɐvʲet͡ɕːɪkəm
суживайся,sʔuʐɨvəjsʲə
игрека,iɡrʲɪkə
накажитесь,nəkɐʐɨtʲɪsʲ
запустению,zəpʊsʲtʲenʲɪjʊ
оттопыриваем,ɐtːɐpɨrʲɪvəjɪm
спляши,splʲɪʂɨ
подозреваемые,pədəzrʲɪvajɪmɨje
циферблат,t͡sɨfʲɪrbɫat
примащиваемый,prʲɪmaɕːɪvəjɪmɨj
облокачивавшись,ɐbɫɐkat͡ɕɪvəfʂɨsʲ
янтарях,jɪntɐrʲax
штуф,ʂtuf
ракурсы,rakʊrsɨ
заикнулась,zəɪknuɫəsʲ
гулливер,ɡʊlʲɪvʲer
смущают,smʊɕːæjʊt
удостаиваетесь,ʊdɐstaɪvəjɪtʲɪsʲ
обрамляю,ɐbrɐmlʲæjʊ
ржавеете,rʐavʲɪjɪtʲe
номерные,nəmʲɪrnɨje
украинкой,ʊkrɐinkəj
вычитания,vɨt͡ɕɪtanʲɪjə
припарки,prʲɪparkʲɪ
толщины,tɐɫɕːinɨ
темы,tʲemɨ
двоеперстиями,dvəjɪpʲers⁽ʲ⁾tʲɪjəmʲɪ
тахометры,tɐxomʲɪtrɨ
перемежают,pʲɪrʲɪmʲɪʐajʊt
разматывала,rɐzmatɨvəɫə
регистраторов,rʲɪɡʲɪstratərəf
воспаляющий,vəspɐlʲæjʉɕːɪj
бальзамах,bɐlʲzaməx
милитаризме,mʲɪlʲɪtɐrʲizmʲe
древоизмерения,drʲɪvəɪzmʲɪrʲenʲɪjə
тычков,tɨt͡ɕkof
поиграют,pəɪɡrajʊt
автоклавами,ɐftɐkɫavəmʲɪ
накачаете,nəkɐt͡ɕæjɪtʲe
соблюдением,səblʲʉdʲenʲɪjɪm
реставраций,rʲɪstɐvrat͡sɨj
керосинчиком,kʲɪrɐsʲinʲt͡ɕɪkəm
посвистать,pəsvʲɪstatʲ
обёртывать,ɐbʲɵrtɨvətʲ
водомётах,vədɐmʲɵtəx
трахаю,traxəjʊ
шлёпнул,ʂlʲɵpnʊɫ
зовущийся,zɐvuɕːɪjsʲə
шарахая,ʂɐraxəjə
всполошился,fspəɫɐʂɨɫs⁽ʲ⁾ə
перчим,pʲert͡ɕɪm
почемучкам,pət͡ɕɪmut͡ɕkəm
сместимся,smʲɪsʲtʲimsʲə
эпидемиологический,ɪpʲɪdʲɪmʲɪəɫɐɡʲit͡ɕɪskʲɪj
облётанный,ɐblʲɵtənːɨj
господень,ɡɐspodʲɪnʲ
продолжит,prɐdoɫʐɨt
парником,parnʲɪkəm
расселяющийся,rəsʲːɪlʲæjʉɕːɪjsʲə
выкладывалась,vɨkɫadɨvəɫəsʲ
марсом,marsəm
доплывавши,dəpɫɨvafʂɨ
расталкивав,rɐstaɫkʲɪvəf
обволокут,ɐbvəɫɐkut
диспашера,dʲɪspɐʂɛrə
частям,t͡ɕɪsʲtʲam
восточны,vɐstot͡ɕnɨ
запугивав,zɐpuɡʲɪvəf
просрочиваешь,prɐsrot͡ɕɪvəjɪʂ
вентерях,vʲɪnʲtʲɪrʲax
обходивши,ɐpxɐdʲifʂɨ
прикуривавши,prʲɪkurʲɪvəfʂɨ
опивает,ɐpʲɪvajɪt
невиновности,nʲɪvʲɪnovnəsʲtʲɪ
завес,zavʲɪs
поваживав,pɐvaʐɨvəf
переходники,pʲɪrʲɪxədʲnʲɪkʲi
предрасполагаемый,prʲɪdrəspəɫɐɡajɪmɨj
разучиваете,rɐzut͡ɕɪvəjɪtʲe
обставляем,ɐpstɐvlʲæjɪm
грабили,ɡrabʲɪlʲɪ
ночнике,nət͡ɕnʲɪkʲe
гардеробов,ɡərdʲɪrobəf
угомоним,ʊɡəmɐnʲim
детдомы,dʲedːomɨ
бурундук,bʊrʊnduk
одновременен,ɐdnəvrʲɪmʲenʲɪn
отсыпаюсь,ɐt͡ssɨpajʉsʲ
потопавший,pətɐpafʂɨj
покрепчать,pəkrʲɪpt͡ɕætʲ
наркозах,nɐrkozəx
кровеносный,krəvʲɪnosnɨj
передвигала,pʲɪrʲɪdvʲɪɡaɫə
заслонявши,zəsɫɐnʲafʂɨ
замани,zəmɐnʲi
регулировавши,rʲɪɡʊlʲirəvəfʂɨ
местечко,mʲɪsʲtʲet͡ɕkə
христадельфианину,xrʲɪstədʲɪlʲfʲɪɐnʲinʊ
разозлит,rəzɐz⁽ʲ⁾lʲit
хлещите,xlʲɪɕːitʲe
чаи,t͡ɕɪi
вкладывайся,fkɫadɨvəjsʲə
дмитровский,dmʲitrəfskʲɪj
посодействуют,pəsɐdʲejstvʊjʊt
замазав,zɐmazəf
гусеницами,ɡusʲɪnʲɪt͡səmʲɪ
зажмурились,zɐʐmurʲɪlʲɪsʲ
чудесах,t͡ɕʉdʲɪsax
пожимавший,pəʐɨmafʂɨj
наплела,nəplʲɪɫa
вздыбливаем,vzdɨblʲɪvəjɪm
пересмотревший,pʲɪrʲɪsmɐtrʲefʂɨj
терентий,tʲɪrʲenʲtʲɪj
чтива,t͡ɕtʲivə
берклии,bʲerklʲɪɪ
приветствием,prʲɪvʲet͡stvʲɪjɪm
фрикаделек,frʲɪkɐdɛlʲɪk
темнев,tʲɪmnʲef
гниль,ɡnʲilʲ
видна,vʲidnə
архангеле,ɐrxanɡʲɪlʲe
разгоримся,rəzɡɐrʲimsʲə
вентимилья,vʲɪnʲtʲɪmʲilʲjə
сиротеешь,sʲɪrɐtʲejɪʂ
тромбона,trɐmbonə
аромунку,ɐrɐmunkʊ
растерялись,rəsʲtʲɪrʲælʲɪsʲ
произвожу,prəɪzvɐʐu
вырисовывавшийся,vɨrʲɪsovɨvəfʂɨjsʲə
услав,ʊsɫaf
абандону,ɐbɐndonʊ
надписываете,nɐtpʲisɨvəjɪtʲe
секретному,sʲɪkrʲetnəmʊ
пополним,pɐpoɫnʲɪm
гуглофонах,ɡʊɡɫɐfonəx
цимбалах,t͡sɨmbaɫəx
аденоидов,ɐdɨnoɪdəf
вашим,vaʂɨm
пробираю,prəbʲɪrajʊ
нефтехимиям,nʲeftʲɪxʲimʲɪjəm
иулиянов,ɪʊlʲɪjanəf
плодородны,pɫədɐrodnɨ
агхора,ɐkxorə
изрезываю,ɪzrʲezɨvəjʊ
выгодны,vɨɡədnɨ
ворохнуло,vərɐxnuɫə
мыса,mɨsə
огораживаешь,ɐɡɐraʐɨvəjɪʂ
пудом,pudəm
качалов,kɐt͡ɕaɫəf
непосвящённого,nʲɪpəsvʲɪɕːɵnːəvə
зыкала,zɨkəɫə
